Tweet,sentiments,cleaned_tweets,tokens
Hi Mr. Yen! Will you be doing any signings in New York some day? Your a great role model happy,1,Hi Mr Yen Will you be doing any signings in New York some day Your a great role model happy,"['hi', 'mr', 'yen', 'will', 'doing', 'signing', 'new', 'york', 'day', 'great', 'role', 'model', 'happy']"
it's just a cut during one of my kitchen experiments happy,1,its just a cut during one of my kitchen experiments happy,"['just', 'cut', 'one', 'kitchen', 'experiment', 'happy']"
Wow i just made a JS compressor that actually checks scoped variables existing. Turns out i have a few issues happy  Linters may be useful happy,1,Wow i just made a JS compressor that actually checks scoped variables existing Turns out i have a few issues happy Linters may be useful happy,"['wow', 'just', 'made', 'j', 'compressor', 'actually', 'check', 'scoped', 'variable', 'existing', 'turn', 'out', 'have', 'issue', 'happy', 'linters', 'may', 'useful', 'happy']"
This week Marilyn pops by and get's down and dirty  happy  Cum see!,1,This week Marilyn pops by and gets down and dirty happy Cum see,"['week', 'marilyn', 'pop', 'get', 'dirty', 'happy', 'cum', 'see']"
loool i'm mad avoid me today :D,1,loool im mad avoid me today D,"['loool', 'im', 'mad', 'avoid', 'today']"
You're welcome Thomas happy  Kim,1,Youre welcome Thomas happy Kim,"['youre', 'welcome', 'thomas', 'happy', 'kim']"
 Look at this happy,1,Look at this happy,"['look', 'happy']"
He didn't play for a year,1,He didnt play for a year,"['didnt', 'play', 'year']"
 so I'm super impressed he's got his musical mojo back! Thank you so much happy,1,so Im super impressed hes got his musical mojo back Thank you so much happy,"['im', 'super', 'impressed', 'he', 'got', 'musical', 'mojo', 'back', 'thank', 'much', 'happy']"
Watch this MayWard Fam!,1,Watch this MayWard Fam,"['watch', 'mayward', 'fam']"
I was thinking the same. Our i know is so cute happy,1,I was thinking the same Our i know is so cute happy,"['thinking', 'know', 'cute', 'happy']"
SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,1,SONE who cant stream at GenieYou CAN stream for TY at Genie We are still sharing some Genie IDs If you want it,"['sone', 'cant', 'stream', 'genieyou', 'can', 'stream', 'ty', 'genie', 'still', 'sharing', 'genie', 'id', 'want']"
 DM us happy  S,1,DM us happy S,"['dm', 'u', 'happy']"
Mythbuster/20 happy,1,Mythbuster happy,"['mythbuster', 'happy']"
Aha it's okay  she's going to be on Rough Night happy,1,Aha its okay shes going to be on Rough Night happy,"['aha', 'okay', 'shes', 'going', 'rough', 'night', 'happy']"
Company photoshoot with our fabulous photographer happy  Look at this determination (concrete shoes) to get,1,Company photoshoot with our fabulous photographer happy Look at this determination concrete shoes to get,"['company', 'photoshoot', 'fabulous', 'photographer', 'happy', 'look', 'determination', 'concrete', 'shoe', 'get']"
Perfect,1,Perfect,['perfect']
 this worked out beautifully. If you redesign the import page to suit the whole application would mak,1,this worked out beautifully If you redesign the import page to suit the whole application would mak,"['worked', 'out', 'beautifully', 'redesign', 'import', 'page', 'suit', 'whole', 'application', 'would', 'mak']"
Hey,1,Hey,['hey']
 have a great day today happy,1,have a great day today happy,"['have', 'great', 'day', 'today', 'happy']"
Come volunteer at The Abbeydale Picture House! Next Wednesday...,1,Come volunteer at The Abbeydale Picture House Next Wednesday,"['come', 'volunteer', 'abbeydale', 'picture', 'house', 'next', 'wednesday']"
Should have had Farnell Fursday isn%27t it happy  all meet up at Tax and Pounds happy,1,Should have had Farnell Fursday isnt it happy all meet up at Tax and Pounds happy,"['should', 'have', 'had', 'farnell', 'fursday', 'isnt', 'happy', 'meet', 'tax', 'pound', 'happy']"
Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,1,Heres one of my rolls of Poundland film A store that sells all products at  And heres the DX d,"['here', 'one', 'roll', 'poundland', 'film', 'store', 'sell', 'product', 'here', 'dx']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,Thanks for the recent follow Happy to connect happy have a great Thursday,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday']"
thanks :D,1,thanks D,['thanks']
Love them! Can I get some? smile,1,Love them Can I get some smile,"['love', 'can', 'get', 'smile']"
OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,1,OPENING UP TO YOU LOTRT LIKES WOULD BE LAAAAAVERLY D xxENJOY,"['opening', 'lotrt', 'like', 'would', 'laaaaaverly', 'xxenjoy']"
Spending my night talking to my beloved ???Perfect.I LOVE YOU MAN! happy,1,Spending my night talking to my beloved PerfectI LOVE YOU MAN happy,"['spending', 'night', 'talking', 'beloved', 'perfecti', 'love', 'man', 'happy']"
.Is the winner of the donation giveaway,1,Is the winner of the donation giveaway,"['winner', 'donation', 'giveaway']"
 answer this with yoyour steam trade link and ill send you right away :D,1,answer this with yoyour steam trade link and ill send you right away D,"['answer', 'yoyour', 'steam', 'trade', 'link', 'ill', 'send', 'right', 'away']"
for the recent follow. Much appreciated happy  Want this?,1,for the recent follow Much appreciated happy Want this,"['recent', 'follow', 'much', 'appreciated', 'happy', 'want']"
I think I'm probably beyond repair by the sounds of tea etiquette happy,1,I think Im probably beyond repair by the sounds of tea etiquette happy,"['think', 'im', 'probably', 'beyond', 'repair', 'sound', 'tea', 'etiquette', 'happy']"
.- layout- btob happy,1,layout btob happy,"['layout', 'btob', 'happy']"
i am if you're still looking for one happy,1,i am if youre still looking for one happy,"['youre', 'still', 'looking', 'one', 'happy']"
Sydney tomorrow,1,Sydney tomorrow,"['sydney', 'tomorrow']"
 Byron in 3 weeks,1,Byron in  weeks,"['byron', 'week']"
 Hobart in 7 weeks. Lots to look forward to happy,1,Hobart in  weeks Lots to look forward to happy,"['hobart', 'week', 'lot', 'look', 'forward', 'happy']"
I hit that,1,I hit that,['hit']
 new job starts in to  weeks! :D,1,new job starts in to weeks D,"['new', 'job', 'start', 'week']"
Why do people on the internet have to be such asses annoyance  Here's some positivity for you. I love your art!!! :D It's so pretty!!,1,Why do people on the internet have to be such asses annoyance Heres some positivity for you I love your art D Its so pretty,"['do', 'people', 'internet', 'have', 'ass', 'annoyance', 'here', 'positivity', 'love', 'art', 'pretty']"
The best community gathering coming up! We're full,1,The best community gathering coming up Were full,"['best', 'community', 'gathering', 'coming', 'full']"
 but here's how you can be a part of this happy,1,but heres how you can be a part of this happy,"['but', 'here', 'can', 'part', 'happy']"
mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual lets talk moreme for suremutual happy me,"['mutual', 'let', 'talk', 'moreme', 'suremutual', 'happy']"
Happy birthday Megan happy,1,Happy birthday Megan happy,"['happy', 'birthday', 'megan', 'happy']"
Just wandering around,1,Just wandering around,"['just', 'wandering', 'around']"
 popping into a store,1,popping into a store,"['popping', 'store']"
 owner told me about it (as in article) smile,1,owner told me about it as in article smile,"['owner', 'told', 'article', 'smile']"
Did you see this one? happy  Transitional Piece // Chiffon Dress,1,Did you see this one happy Transitional Piece Chiffon Dress,"['did', 'see', 'one', 'happy', 'transitional', 'piece', 'chiffon', 'dress']"
Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,1,Sixth spot not applicable Team Higher pa KISSES TheFashionIcon,"['sixth', 'spot', 'not', 'applicable', 'team', 'higher', 'pa', 'kiss', 'thefashionicon']"
Thank you crew happy,1,Thank you crew happy,"['thank', 'crew', 'happy']"
a little video i made for the love of my life,1,a little video i made for the love of my life,"['little', 'video', 'made', 'love', 'life']"
 minute yoongi~watch 'til the end for a free cookie happy,1,minute yoongiwatch til the end for a free cookie happy,"['minute', 'yoongiwatch', 'til', 'end', 'free', 'cookie', 'happy']"
Just let is know when you'd like one happy,1,Just let is know when youd like one happy,"['just', 'let', 'know', 'youd', 'like', 'one', 'happy']"
you know what i really love about you lot?not only do you support me in the comments,1,you know what i really love about you lotnot only do you support me in the comments,"['know', 'really', 'love', 'lotnot', 'do', 'support', 'comment']"
 you also support each other! AN,1,you also support each other AN,"['also', 'support']"
I just did happy,1,I just did happy,"['just', 'did', 'happy']"
hey,1,hey,['hey']
 keep smiling happy,1,keep smiling happy,"['keep', 'smiling', 'happy']"
Nothing could be better happy,1,Nothing could be better happy,"['nothing', 'could', 'better', 'happy']"
so inspiring crying with joy,1,so inspiring crying with joy,"['inspiring', 'cry', 'joy']"
instant message fine yoo,1,instant message fine yoo,"['instant', 'message', 'fine', 'yoo']"
 thank you happy,1,thank you happy,"['thank', 'happy']"
What a day! What better way to spend this sunny day than drinks by the shore happy,1,What a day What better way to spend this sunny day than drinks by the shore happy,"['day', 'better', 'way', 'spend', 'sunny', 'day', 'drink', 'shore', 'happy']"
I suppose they are waiting for you happy,1,I suppose they are waiting for you happy,"['suppose', 'waiting', 'happy']"
Aww hating that I got sponsored,1,Aww hating that I got sponsored,"['aww', 'hating', 'got', 'sponsored']"
 how childish of you Commando happy,1,how childish of you Commando happy,"['childish', 'commando', 'happy']"
Definitely wasn't what I was looking for :/ But gave it a try anyway happy,1,Definitely wasnt what I was looking for But gave it a try anyway happy,"['definitely', 'wasnt', 'looking', 'but', 'gave', 'try', 'anyway', 'happy']"
The one with backward cap,1,The one with backward cap,"['one', 'backward', 'cap']"
 please! :D| KenBie,1,please D KenBie,"['please', 'kenbie']"
blessing your first day of April happy,1,blessing your first day of April happy,"['blessing', 'first', 'day', 'april', 'happy']"
Helloo :D  (keep_smiling_y),1,Helloo D keep_smiling_y,"['helloo', 'keep_smiling_y']"
my contribution to ( posted on my tumblr a while ago crying with joy  ),1,my contribution to posted on my tumblr a while ago crying with joy,"['contribution', 'posted', 'tumblr', 'while', 'ago', 'cry', 'joy']"
Happy Birthday in Chopin style - Piano Improvisation,1,Happy Birthday in Chopin style Piano Improvisation,"['happy', 'birthday', 'chopin', 'style', 'piano', 'improvisation']"
Yes,1,Yes,['yes']
 the problem is only affecting webmail itself. Accessing email from other applications works fine happy  ^mkl,1,the problem is only affecting webmail itself Accessing email from other applications works fine happy mkl,"['problem', 'affecting', 'webmail', 'accessing', 'email', 'application', 'work', 'fine', 'happy', 'mkl']"
He's the best happy,1,Hes the best happy,"['he', 'best', 'happy']"
where are you now? happy,1,where are you now happy,['happy']
Enter to win 1 of to  boxes of highly anticipated books! 6 books in each box! Open INT happy,1,Enter to win  of to boxes of highly anticipated books  books in each box Open INT happy,"['enter', 'win', 'box', 'highly', 'anticipated', 'book', 'book', 'box', 'open', 'int', 'happy']"
Congratulation my world happy,1,Congratulation my world happy,"['congratulation', 'world', 'happy']"
Helloo :D Mr Drippy (CallMeErgan),1,Helloo D Mr Drippy CallMeErgan,"['helloo', 'mr', 'drippy', 'callmeergan']"
good crying with joy  i love you so much,1,good crying with joy i love you so much,"['good', 'cry', 'joy', 'love', 'much']"
Wow awesome GOG! thanks happy,1,Wow awesome GOG thanks happy,"['wow', 'awesome', 'gog', 'thanks', 'happy']"
Does anybody out there need any motion design or animation help?  If so I am available happy,1,Does anybody out there need any motion design or animation help If so I am available happy,"['doe', 'anybody', 'out', 'need', 'motion', 'design', 'animation', 'help', 'available', 'happy']"
YES!!! Neil Gaiman for life! :D,1,YES Neil Gaiman for life D,"['yes', 'neil', 'gaiman', 'life']"
As the last event for chapter 1,1,As the last event for chapter ,"['last', 'event', 'chapter']"
 we've invited 24 people to propose visions of the future. Jom happy,1,weve invited  people to propose visions of the future Jom happy,"['weve', 'invited', 'people', 'propose', 'vision', 'future', 'jom', 'happy']"
Exaseetly what's happening in TN Politisees. This is not to get BJP at all to TN. Game is different. Again,1,Exaseetly whats happening in TN Politisees This is not to get BJP at all to TN Game is different Again,"['exaseetly', 'whats', 'happening', 'tn', 'politisees', 'not', 'get', 'bjp', 'tn', 'game', 'different']"
 you'll be see,1,youll be see,"['youll', 'see']"
i don%27t know doesnt seem fair to me..two against one happy,1,i dont know doesnt seem fair to metwo against one happy,"['dont', 'know', 'doesnt', 'seem', 'fair', 'metwo', 'against', 'one', 'happy']"
Helloo :D Braids! (keyrazygirl15),1,Helloo D Braids keyrazygirl,"['helloo', 'braid', 'keyrazygirl']"
Thank you mama bear! Ang ganda mo happy,1,Thank you mama bear Ang ganda mo happy,"['thank', 'mama', 'bear', 'ang', 'ganda', 'mo', 'happy']"
